"sample","Astrocyte","Oligodendrocyte","Mphage/Microglia","Neuron","Endothelial","Ependymal","OPC","Radial Glia","Plasma B cell","Eosino-/Neutrophils","T Cells/NK Cells"
"P482v1",-0.0130017237160047,0.0543906339827195,0.0010422879016505,-0.0205426475633874,0.315985490681019,-0.00518926214371064,-0.00551904633525608,-0.0297290983125781,0.0230699481394887,-0.022075087330691,0.00808021092279023
"P482v2",0.0557572338133992,-0.0308884083381896,-0.0357721915124963,0.00680064160680143,-0.012551856809678,-0.00915407652808404,0.0811703189888258,-0.00322014482336575,0.0591403203781558,-0.0479381946973198,0.00809990028903465
"P482v3",0.0452036184969753,-0.0180224241155483,0.0111040869014183,-0.0218713216067214,0.112663635095038,-0.00594261729142983,0.0633471270060963,-0.0146540861536562,0.0805903377152256,-0.0253731016693522,-0.0177665746977557
"P482v4",0.0849793962679313,-0.0273044407706105,-0.00610803281006565,-0.00970096630911762,0.0449204967319515,-0.00850064185776576,0.0879384028635231,-0.0064990305562809,0.118420122292156,-0.0338178595509675,-0.0108195002512491
"P482v5",0.0583158815629908,-0.030005262927471,0.0105325740992589,-0.00682876792928091,0.0336276722528327,-0.00738164627142335,0.0838925342857924,-0.00844712462320892,0.146808324518165,-0.0289864154568598,0.000862607780752049
"P482v6",-0.00954840579129541,0.0639073952802389,-0.00557499040942777,-0.0295845021649816,0.123241792322709,-0.00571655099602776,0.0248946115192319,-0.0291097464092544,0.032644344460957,-0.0115342587832274,-0.0153398379364415
"P482v7",0.0918700232546647,-0.0207335551662797,-0.0236332721377257,-0.00402632351853557,0.0449139951841121,-0.00689958545697341,0.131207963355804,-8.22122384449495e-05,0.0729440747682753,-0.0368974308002169,-0.0169597265055515
"P482v8",0.0730520063944904,-0.00480150441739707,-0.0089769584241477,-0.0171324317634191,0.00378127797553167,-0.00709832785500532,0.0425978537259983,-0.0124723194797251,0.117881957095372,-0.0290047631726167,-0.0105931724079278
"P482v9",0.0026885897885476,0.0362588085119719,-0.0139934482391008,-0.0311125697292694,0.113790776665253,-0.00751429035163122,0.0501283208251289,-0.0188419939471553,0.0251392402282216,-0.0173979572764073,-0.0130546306676726
"P482v10",0.0441922336073132,0.00855170628863996,-0.0290648970109599,-0.0191657534429638,-0.00357424106918438,-0.00768515667951084,0.0485716758597379,-0.01016569419303,0.0614627875075932,-0.0376968938366002,-0.00128371564278995
"P485v1",0.00413225993500109,0.0756882687596076,-0.0475043378950313,0.210761486242418,0.0307578140818321,-0.00456863910123647,-0.0256132689308164,0.0756799355811557,-0.0377534499290451,-0.0322583029265978,-0.0365068844887216
"P485v2",-0.0155044478754723,0.194865171036463,0.0441171354583613,-0.0560096492315946,0.0136830213692406,-0.00842518306181238,-0.0376154265824052,-0.0405923903592162,0.0360095585344792,0.0334569603441909,-0.0144927439978295
"P485v3",-0.00413352916117771,0.0708316942166037,-0.0435008582032475,0.190628924508094,0.0143605082002452,-0.00567823322863222,-0.0281900744626562,0.0672812862772666,-0.0326637923427273,-0.0322587708705951,-0.0354420320966959
"P485v4",-0.01521983170065,-0.0443174757024748,0.056411101046234,-0.0649177793397264,0.00990722563265384,-0.0043332374866226,-0.0157691818820955,-0.0267978062152344,0.000514670674405913,0.0166863662048021,0.0142817381513063
"P485v5",-0.0418324964744109,-0.0459809016672295,-0.018531304400529,-0.0552793325482265,-0.0305785330049347,-0.00897851348678353,-0.0031279831031687,0.0069815387110332,-0.0492149104085298,0.0118875871756492,-0.0209803215402331
"P485v6",-0.0345305119483354,-0.0389005435342227,0.142538782759642,-0.0672025230001073,-0.0066145350948966,0.00743740505133102,-0.0261685929330835,-0.0371893079102852,0.0500748470774388,0.0705569902105265,0.0139273735999649
"P485v7",-0.0174034578985126,-0.04445017822761,0.0512562017515304,-0.067379931060617,0.00150405845347915,-0.00589988318544549,-0.0368049037582511,-0.0287009797724948,0.00769659920590527,0.00607251124521043,0.0194510260887191
"P485v8",-0.0114718630109092,0.0890617335428985,-0.0355211174233666,0.123309323398546,0.026773851173984,-0.00838596450273679,-0.0471351569610955,0.0345157676386958,-0.0364142309899419,-0.0252893670593331,-0.0269708784612316
"P485v9",-0.0295338760246893,-0.0465166798295739,0.0322387053937071,-0.0692663126593194,-0.0272120004367523,-0.00376670933779385,-0.00265850133763819,-0.0231428948605497,-0.012213224717731,0.0448358873296196,0.00256428428302276
"P490v1",0.0629207321210647,-0.0283145684438483,-0.0441040702590213,0.0427578588582576,0.0775660331690512,-0.00617828616699653,0.144587705295326,0.0173595763975205,-0.0572708706489391,-0.0420669460896335,-0.0362873579205394
"P490v2",0.123956342672486,0.0105199591076742,0.0329961177789269,-0.046731337329152,0.0280719169061605,-0.00771833893714816,-0.0274319701073611,-0.0346268832433995,0.0327626037481891,-0.00727955153486115,-0.0112014446907913
"P490v3",0.048856383743588,0.0938780651977683,-0.00656437504069068,0.00798852621054264,0.0491444154508395,-0.00601928288107665,-0.0214294340063051,-0.0225140413146859,0.0192759683007805,-0.0156332127834103,-0.0280327623123669
"P490v4",0.058577547333736,-0.0280332351593333,-0.0506471673237952,0.0535534818178414,0.0978557496019079,-0.00842841049084194,0.0879886682011166,0.0123404518844199,-0.0670465412595242,-0.047848303720727,-0.0231660779115228
"P490v5",0.0234379357284744,0.0261366814231282,-0.0377960830700118,0.0401506763623213,0.0285288060885308,-0.00614191427151532,0.0107220700734402,-0.0036540117281706,-0.0429115511484801,-0.0381470047609296,-0.0298191690703909
"P490v6",0.0831510166496321,-0.0157742837558012,-0.0474479831252774,0.0110897880192435,0.06114755245975,-0.00876668614624342,0.10179552655356,-0.0021964634091774,-0.0566957677239013,-0.0449588491793638,-0.0313672729270685
"P490v7",0.0298240909658005,-0.0324233589001607,-0.0601790468419647,0.0839866838202226,0.0618743819516127,-0.0100759819500686,0.169374977194382,0.0297858584624151,-0.0842323953110379,-0.0466326250885132,-0.0249555925872741
"P490v8",0.0948634000805012,0.0146316496964078,-0.0203036822545019,-0.00601637624585534,0.0695057540976433,-0.00809059582345226,0.0824561632295568,-0.0142724806777168,-0.00927502872457067,-0.0317048794613493,-0.0289020129393142
"P490v9",0.0628571208828364,0.0126543789043914,-0.006227810929026,-0.0197696491307947,0.0206342187235149,-0.00944034177624161,0.0181721542571556,-0.0261301565042405,-0.0293107713977316,-0.0193722635633704,-0.01567745645985
"P490v10",0.0147907882670149,-0.00308749584379569,-0.01651975368443,0.0171316176268538,0.100306680083752,-0.00627705619715735,0.0436989123603051,-0.0126584966519268,-0.0401665664932569,-0.0288508298407647,-0.0186073545825856
"P498v1",-0.0307422294649256,0.0459942333479099,-0.00378575532051293,-0.0050483722563431,0.109506484275835,-0.0067966959946462,-0.0478683906067676,-0.0251063472016167,-0.0265766918038106,-0.00345790112260786,-0.0252785238372552
"P498v2",-0.0561418404929014,-0.0457284010494904,-0.0463880485266681,-0.0615698584707325,-0.0766786142142019,-0.00563951768724419,-0.0290025589704801,-0.0137943865013025,-0.0251451448336752,0.0391404372658702,-0.0139404626642064
"P498v3",-0.0514488322159791,-0.0409128483257283,-0.0309244670021559,-0.0505808928720864,-0.0794414793905708,-0.00767097044917158,-0.0139829460390782,0.0113200644374961,-0.0563705874141927,0.0139833423980192,-0.0313638794863319
"P498v4",-0.0554471361348653,-0.0444479537270714,-0.024374134669241,-0.0501572201300835,-0.0806638148826299,-0.00678564141990115,-0.0132745409144023,0.00306870855512995,-0.0636152897287773,0.0223344029396958,-0.027723458332603
"P498v5",-0.0476473941739516,-0.0461657189682385,-0.0406517212057623,-0.0368082181542114,-0.0696759742365,-0.00728099656051577,0.0557529071608154,0.0401397622060093,-0.0765896184195276,0.0271009628379345,-0.0377980967588905
"P498v7",-0.0572768933393743,-0.0420774262739885,-0.032257919774482,-0.0527047356725402,-0.0794375831758491,-0.00817158999636668,-0.056359861196771,-0.0039573683165156,-0.0231355318559881,0.0172536407080811,-0.0140340188193975
"P498v8",-0.0587768028131101,-0.0479420668896474,-0.00983915025677627,-0.0675902609584964,-0.0792940309127465,-0.0100759819500686,-0.0286764157878293,-0.0118634043046497,-0.0690059728000233,0.0513823314805546,-0.0173743915314453
"P498v9",-0.0519021558321474,-0.0468076324176687,-0.0417995359240519,-0.0517979885976596,-0.0825043491152955,-0.00594384368210696,-0.0194197290805809,0.00465865389303825,-0.0549032602988397,0.0256635569787792,-0.0227245018883557
"P498v10",-0.0474896887850703,-0.0448637943665334,-0.0489420034526878,-0.0511731928164589,-0.0894477931890417,0.0034053355067678,-0.0072592264321176,-0.006825626074463,-0.0477516121783211,0.0235932192602203,-0.0153652436616482
"P499v1",-0.0575399022335688,-0.0459306717734576,0.0185696978253526,-0.0732055582490664,-0.10671043793919,0.00165327865866712,-0.10048763218252,-0.0295049994220332,0.130259904985624,0.0461844247813309,0.290182431373266
"P499v2",-0.0775114352514505,-0.0488349972618424,-0.0302398337632618,-0.0616148442919162,-0.0814404676128701,-0.00915763489185881,-0.0191829748309768,0.0451515673390301,-0.0583329828723629,0.00999496388932347,0.00837101642321435
"P499v3",-0.0480413307163174,-0.0421893384013273,0.0567493189189709,-0.0523281302447663,-0.0758325646339447,-0.00177216041359452,-0.0586222076078459,-0.0198835764398147,-0.0188581295860686,0.00557457154805219,0.0259212895850835
"P499v5",-0.0726890877830441,-0.0445966328451913,0.240509720713447,-0.0744937359011818,-0.0760083616040169,0.0111857757798661,-0.108214720574772,-0.0277683236122596,0.0986602540266619,0.250938000804112,0.605458305367649
"P499v7",-0.0819585600531959,-0.0405947674155953,0.0292735467063405,-0.0574220651455443,-0.0521463238455043,0.00201799511218543,-0.0511226882995332,0.0175602581719434,-0.0431251288162603,0.00634416277117693,0.0434932507171667
"P499v8",-0.0515785761568309,-0.0386501940585184,0.211459912551892,-0.0582584223661715,0.0042477818718745,0.0139110723526311,-0.0658607171112032,-0.0354389018060813,0.0320339749701472,0.0333696531524344,0.100504174430841
"P500v1",-0.0419830643609201,-0.0440058761397988,-0.0452687907075836,-0.0602184596844707,-0.0688460433825248,-0.00853142548557377,0.0388391370004603,-0.00565867897790385,-0.0643900876455842,-0.0207945822405094,-0.0077728910317929
"P500v2",-0.0481643005701492,-0.0437109908304031,-0.000851467192504837,-0.0602671675323309,-0.0633148737771606,-0.00732218246318524,-0.00736890478761901,-0.0165768521819564,-0.0365394248110644,0.000201811647151343,-0.000132131858903751
"P500v4",-0.0459842659333466,-0.0428118548612274,0.00656831273903995,-0.0585924467812652,-0.051022068635714,-0.00884292502078813,-0.0250725986910769,-0.0147312528792008,-0.0305977262498688,-0.00882001458549211,0.0051071006375872
"P500v5",-0.0637847578437215,-0.0415069809567082,-0.0131307799752517,-0.0603500953716966,-0.0585240893543205,-0.0037631131628924,-0.0742983975271342,-0.0078046465606011,-0.0572358068375519,-0.0180833037874014,0.0483304468827076
"P500v6",-0.0505679916581865,-0.0304303628351502,0.0138211875591712,-0.0598830844473939,-0.0463146979556735,-0.00390749720429324,-0.047026601841669,-0.0146624923270585,-0.0379055859470468,0.00516941983731581,5.18881188486002e-05
"P500v7",-0.0505116684059774,-0.0426913834986011,-0.0354937521088454,-0.0551208867305197,-0.0631568494886057,-0.00330288146695267,-0.0325128178594066,-0.00408345973489275,-0.0618412860448199,-0.0300415574084318,-0.0030809074664285
"P500v8",-0.0498465175248268,-0.00349275898451739,-0.00957026291937983,-0.0482128984286058,-0.0404139426001701,-0.00910716509865933,-0.0738402193345391,-0.0252096152010168,-0.0615706307850984,-0.0256652613178151,0.0074569632622079
"P501v1",-0.0401547277670426,0.0931618989580624,0.0451986639079784,0.0127333381284937,0.139869938076076,-0.00867228933821447,-0.106234250481887,-0.0223940437996719,0.0257372557254348,-0.0135468387784476,0.0164587101893362
"P501v2",-0.0820910326514278,-0.0435846678879212,0.0554958032166211,-0.0788887389361219,-0.0761426509488287,-0.00505518789608385,-0.0802357955542411,-0.0394569955572049,0.0527434411668112,0.0818363867693666,0.0522044709091803
"P501v3",-0.0568243838879789,-0.0412262336606272,0.161632240855994,-0.0764591950582133,-0.0498826593543793,-0.00741372816274708,-0.0921500293128329,-0.0501865317422805,0.0126163589340215,0.0488562170435749,0.0412360137123652
"P501v4",-0.0919969140999979,-0.0430369115859938,0.274680920606812,-0.0804838486382537,-0.0419318466569193,-0.00516272719513221,-0.0944896396687883,-0.0240325687779253,0.0878022186030753,0.210114362118604,0.264077322061539
"P501v5",-0.0367385838939132,-0.0228608030031218,0.111005016427981,-0.0734035484238871,-0.0142449287058909,-0.00580659294340735,-0.0870418947450387,-0.04831459922538,-0.0177391594130244,0.0299675426885514,0.024037839173665
"P501v6",-0.0635041258618713,-0.0371877287911205,0.153992792257297,-0.0773587313748945,-0.0569147973104703,-0.00390672419969254,-0.101800563011848,-0.0449004208342658,0.0378656965374696,0.0573328627902881,0.0598715025047886
"P501v7",-0.0432350474552947,-0.0313560421562941,0.106725135170022,-0.0733727129879606,-0.0038691002417384,-0.00480442401510381,-0.0935577980370902,-0.0496523338693965,-0.0143855626317274,0.02591686517428,0.0319563223050671
"P501v8",-0.0111235166841524,0.0356277884874674,0.0681033663917398,-0.0671676211438395,0.0905983753019697,-0.0061907661603147,-0.095459329090522,-0.0547041357829851,0.0231006697345373,0.0059028648928398,0.0462659764788822
"P501v9",-0.0257002557121516,0.0239628603565344,0.0570798561785553,-0.0686550108316335,0.0869636396491354,-0.00287014534220041,-0.0904059894864946,-0.0491729790359325,-0.0159154558204867,0.00663484156932127,0.00979899781618051
"P501v10",-0.0483918276715661,-0.0322250720421283,0.115241336508643,-0.074159742260108,-0.0245388268376757,-0.00670732332578584,-0.0978857598066497,-0.0502932821574076,-0.0221922675068922,0.0331123430686538,0.0336660815723891
"P503v1",-0.00234306250522619,0.0964023531177931,-0.0487014554500358,0.111352866488779,0.0278936596052985,-0.00286287701377714,-0.0507553159066809,0.0237717726076,-0.0296341357946052,-0.0317308104232109,-0.0367809454666144
"P503v2",0.0150378466268421,0.281852399537575,0.00589851646842411,-0.0561614239546935,0.0504884568113644,0.00101632122933037,-0.057527337045697,-0.0463828091940791,0.0809136947087738,0.0178953957750174,-0.0141056310321472
"P503v3",-0.0570565871276382,0.0154931335183914,-0.00999489356466101,-0.0116519704990234,0.0158265968258909,-0.00519961727192352,-0.0221234512033162,-0.0115862274184385,-0.0451805117802788,0.0339531535268433,-0.0352548943955257
"P503v4",-0.0629910728636534,-0.0248880416140833,-0.0258281569264607,-0.0317844113836006,-0.0592700508403821,-0.00841288065414954,-0.0556781888433726,-0.0205975058940275,0.0390794522861438,0.0789049265367292,-0.0196219289622718
"P503v5",-0.0717394256744832,0.00958387550192013,0.0411236704430701,-0.0343394706783045,-0.0574272997593997,-0.00717785490359924,-0.0133235029951075,-0.0242094407050073,-0.00652567191740981,0.100007037053102,-0.0288725138457498
"P503v6",-0.0501296182052196,-0.0396388551803727,-0.00304181620369938,-0.0212867348045027,-0.0590255186230703,0.00903836400035372,-0.0148390935258269,-0.00423222678057105,-0.0359332407959749,0.0652538100774533,-0.0310848603723544
"P503v7",-0.0488520975462738,-0.0266029809821174,-0.00105409436351623,-0.0519257068630586,-0.0777030303378653,-0.00628193483528806,-0.0280088557710021,-0.0323538183742617,0.0655053330150379,0.0929556944415857,-0.0241582480427222
"P503v8",-0.0476586664173033,-0.0425793646501988,-0.0255299089247185,0.00958837351080352,-0.0883775884894432,0.00124246528476124,0.00710360926287207,-0.0035034794920228,-0.0481921588521951,0.0399599975573143,-0.0375333967460544
"P503v9",-0.0646955421481572,-0.0271667985437117,-0.0453516462213237,-0.0121523577579005,-0.0701993324083725,-0.0100759819500686,0.0648575716667581,0.0025608402876864,-0.0422835805076171,0.0879268103885022,-0.0354285092855881
"P503v10",-0.0646318419768118,-0.0379667888328349,0.0987969138293399,-0.0344429347616877,-0.0981662469925911,-0.0097741358958908,-0.04448743677666,-0.0305947570135769,0.0386662595429963,0.14281204738865,0.0428240084265252
"P507v1",-0.00192016425693898,0.087948245654332,-0.0404598265647124,0.129547231443706,0.0530101582491387,-0.00706265651801827,-0.0482432444444986,0.0365035551485715,-0.0369126267753317,-0.0274795851676111,-0.0246736810155175
"P507v2",0.0236994790393057,0.00256385109456125,-0.0527272079998796,0.144363721942017,0.0485054382671493,-0.00149487938222764,-0.0306248704211097,0.0413137796322429,-0.0556867932080092,-0.0508293777554322,-0.0213163171177092
"P507v3",-0.00464160098994451,0.0312746070704948,-0.0574214492079769,0.134057631591851,0.0126321523992076,-0.00845442346618613,-0.0151509382323793,0.0359673378872404,-0.0703970652031905,-0.0454387659110927,-0.0250297804742474
"P507v4",0.0218892316785823,0.0626564603397661,-0.0351222491601638,0.078895416028908,0.122417516962105,-0.00554654950153474,-0.0509531355979754,0.0116913639255089,-0.0343828607116425,-0.0286745897548984,-0.0166255849741258
"P507v6",-0.00192016425693898,0.087948245654332,-0.0404598265647124,0.129547231443706,0.0530101582491387,-0.00706265651801827,-0.0482432444444986,0.0365035551485715,-0.0369126267753317,-0.0274795851676111,-0.0246736810155175
"P507v7",0.0236994790393057,0.00256385109456125,-0.0527272079998796,0.144363721942017,0.0485054382671493,-0.00149487938222764,-0.0306248704211097,0.0413137796322429,-0.0556867932080092,-0.0508293777554322,-0.0213163171177092
"P507v8",-0.00464160098994451,0.0312746070704948,-0.0574214492079769,0.134057631591851,0.0126321523992076,-0.00845442346618613,-0.0151509382323793,0.0359673378872404,-0.0703970652031905,-0.0454387659110927,-0.0250297804742474
"P507v9",0.0218892316785823,0.0626564603397661,-0.0351222491601638,0.078895416028908,0.122417516962105,-0.00554654950153474,-0.0509531355979754,0.0116913639255089,-0.0343828607116425,-0.0286745897548984,-0.0166255849741258
"P507v10",-0.00209915787957542,0.0279772571327026,0.0095128184053859,0.0442779963705816,0.0555494713968799,-0.00672265387138826,-0.0458040058816428,-0.0068275988345181,-0.0331328482924284,-0.0228266220176573,0.002246355196363
"P507Cy",0.00354241696860205,0.0099551855125701,-0.0421545893732549,0.147229354372235,0.038295182391249,-0.00580610956731925,-0.0371897375603987,0.044319047457193,-0.0466733159955018,-0.0419372828859014,-0.00635565334973996
"P507G",0.00524442126966243,0.187522455184347,-0.00929297635640157,0.00661516605395481,0.0451616714683237,-0.00625390868347229,-0.0458690394725737,-0.0200462226240646,0.0123734065134972,-0.00124617859344137,-0.0116901295069322
"P507P",-0.0437615803911848,0.0608625122869281,0.0512410602228992,-0.0335592577664425,0.0740369621768607,-0.0100759819500686,-0.0269634705472237,-0.0339424782125462,0.0736612451510364,0.00837530644792627,0.0171039493434054
"P507Y",-0.0102880392158494,0.11123186717812,-0.0430041333612828,0.0716348688332842,0.0232287314504631,-0.0069069001284397,-0.0360949408192711,0.00731858101275715,-0.0270084509409472,-0.0248558452511386,-0.0132716357355173
"P508v1",0.161466585694462,-0.0321978796661382,-0.00898471712693346,-0.0226366377988112,-0.0561955619604645,-0.00744253460462365,-0.000708979952025755,-0.0141718491054725,0.125595115451259,-0.0230472315733008,-0.000863651477694865
"P508v2",0.0653558878096357,0.0589697382160074,-0.0199490050911116,-0.0227453960050155,-0.0378074008059526,-0.00857664176541791,-0.00491753532821817,-0.0208715095916762,0.0189527663208673,-0.026542469194046,0.0160629207444895
"P508v3",0.00357085145103526,0.0904870074225101,-0.014832194787814,0.099271312864259,0.0974574199474607,-0.00734490659124378,-0.0309140651681987,0.0209304478337192,-0.0272760973681253,-0.00611315725665637,-0.0155326520232827
"P508v4",0.0870052441230778,-0.0342946410775986,-0.0359047966531379,6.82837143780235e-05,-0.0602674723848344,-0.00945144574018273,0.0330227191262411,-0.00042888777355515,0.111532480102153,-0.0340339494953903,-0.00779868145296927
"P508v5",0.126340200695835,-0.0348851643782054,-0.00918773364978913,-0.0253697193647893,-0.0480260526760925,-0.00855575336093012,0.0257140134389935,-0.0111532569456659,0.125448770044921,-0.0186471444799874,-0.0154345366828368
"P508v6",0.0590205720360115,-0.0252852600507791,-0.0335454786980045,0.0040124146870848,-0.0640604182017945,-0.00524994335685325,0.0295461046607552,-0.0042728071842457,0.0505683870848962,-0.0294568924140134,-0.00594906133129494
"P508v7",0.072305246622174,-0.0289820440811414,-0.0248361707089224,0.00720562019725286,-0.0651280358254904,-0.0100759819500686,0.0528631940270997,-0.00049035532720185,0.086929762629433,-0.0319927551410174,-0.0022100351773434
"P508v8",0.00936792060932379,0.0188182644230426,-0.0492686227497388,0.173089379396131,0.0281619672529371,-0.00667354299434335,-0.0192045980887443,0.0590777082359073,-0.0476321574545588,-0.043281805554747,-0.0290322337059931
"P508v9",0.075075007476393,-0.0258711597417436,-0.0347338264341806,0.0193529710660364,-0.0631264449381399,-0.00756117271545315,0.0521536100933168,0.0035097921546108,0.0417735986188718,-0.0317160911788819,-0.0010171429821223
"P508Cy",0.118614930593346,-0.0294583311669685,-0.0102557944403037,-0.0169140579388892,-0.0179527004028001,-0.00860673994937249,0.0551988934270936,-0.00797766146027065,0.0896133715882075,-0.0264923438682936,-0.0185027546865505
"P508G",0.0823289245944645,-0.0362494440729573,-0.0261634687216314,-0.00693599051271836,-0.0548684174423858,-0.00922937107821507,0.0395597608490702,-0.0048416312721181,0.0714042719083439,-0.0315949924684598,-0.0131456122079026
"P508P",0.0459803395362042,-0.011688071856071,-0.0444933046051818,0.0558697536888972,-0.030582519947387,-0.0049425283340327,0.0151192084088911,0.0081413638001959,-0.00449996146058786,-0.0442360969996876,-0.0210592277355571
"P508Y",0.109775429945502,0.00115747059985089,-0.0359141775692109,-0.0138954407273748,-0.0490861203302815,-0.00581411146788105,-0.000905931300699573,-0.0164618688665106,0.0375242349173182,-0.036638158228141,-0.0218510872019144
